region,lat,lon,depth_m,area_km2,bottom_temp_c
beaufort,70.5,-149.75,11.8,257.1,2.724
beaufort,70.5,-149.5,12.8,257.1,2.459
beaufort,70.5,-149.25,13.3,257.1,2.203
beaufort,70.5,-148.75,19.4,257.1,2.181
beaufort,70.5,-148.5,21.1,257.1,2.116
beaufort,70.5,-148.25,21.1,257.1,2.214
beaufort,70.5,-148.0,24.8,257.1,2.9
beaufort,70.5,-147.75,30.9,257.1,2.447
beaufort,70.5,-147.5,35.9,257.1,1.471
beaufort,70.5,-147.25,37.3,257.1,1.013
beaufort,70.5,-146.75,41.5,257.1,0.685
beaufort,70.5,-146.5,42.3,257.1,0.44
beaufort,70.5,-146.25,44.0,257.1,0.292
beaufort,70.5,-146.0,46.4,257.1,0.227
beaufort,70.5,-145.75,52.0,257.1,0.232
beaufort,70.5,-145.5,54.5,257.1,0.205
beaufort,70.5,-145.0,60.4,257.1,0.046
beaufort,70.5,-144.75,110.2,257.1,-0.162
beaufort,70.5,-144.5,137.4,257.1,-0.388
beaufort,70.5,-144.25,185.5,257.1,-0.442
beaufort,70.5,-135.5,83.0,257.1,-0.763
beaufort,70.5,-135.25,63.0,257.1,-0.694
beaufort,70.5,-135.0,60.1,257.1,-0.636
beaufort,70.5,-134.75,58.3,257.1,-0.605
beaufort,70.5,-134.5,60.8,257.1,-0.555
beaufort,70.75,-152.0,10.9,253.9,3.463
beaufort,70.75,-151.75,13.4,253.9,2.597
beaufort,70.75,-151.5,15.8,253.9,2.102
beaufort,70.75,-151.25,19.2,253.9,1.743
beaufort,70.75,-151.0,20.5,253.9,1.546
beaufort,70.75,-150.5,23.1,253.9,1.405
beaufort,70.75,-150.25,23.7,253.9,1.345
beaufort,70.75,-150.0,23.9,253.9,1.338
beaufort,70.75,-149.75,25.3,253.9,1.3
beaufort,70.75,-149.5,27.2,253.9,1.202
beaufort,70.75,-149.25,30.2,253.9,1.035
beaufort,70.75,-148.75,35.5,253.9,0.879
beaufort,70.75,-148.5,38.5,253.9,0.734
beaufort,70.75,-148.25,41.2,253.9,0.629
beaufort,70.75,-148.0,42.9,253.9,0.547
beaufort,70.75,-147.75,45.3,253.9,0.446
beaufort,70.75,-147.5,58.5,253.9,0.297
beaufort,70.75,-147.25,80.7,253.9,0.115
beaufort,70.75,-146.5,168.5,253.9,-0.188
beaufort,70.75,-135.0,176.9,253.9,-0.866
beaufort,70.75,-134.75,114.8,253.9,-0.79
beaufort,71.0,-154.75,11.5,250.7,1.707
beaufort,71.0,-154.25,15.9,250.7,1.993
beaufort,71.0,-154.0,18.5,250.7,1.708
beaufort,71.0,-153.75,19.8,250.7,1.627
beaufort,71.0,-153.5,21.4,250.7,1.235
beaufort,71.0,-153.25,20.3,250.7,1.262
beaufort,71.0,-153.0,22.6,250.7,1.666
beaufort,71.0,-152.5,24.5,250.7,1.599
beaufort,71.0,-152.25,26.8,250.7,1.358
beaufort,71.0,-152.0,29.0,250.7,1.201
beaufort,71.0,-151.75,29.5,250.7,1.114
beaufort,71.0,-151.5,31.8,250.7,0.997
beaufort,71.0,-151.25,33.3,250.7,0.912
beaufort,71.0,-151.0,35.7,250.7,0.821
beaufort,71.0,-150.5,46.2,250.7,0.693
beaufort,71.0,-150.25,57.7,250.7,0.589
beaufort,71.0,-150.0,75.6,250.7,0.522
beaufort,71.0,-149.75,117.4,250.7,0.495
beaufort,71.0,-149.5,87.7,250.7,0.484
beaufort,71.0,-149.25,104.8,250.7,0.442
beaufort,71.0,-148.75,150.6,250.7,0.387
beaufort,71.25,-156.0,13.3,247.5,1.448
beaufort,71.25,-155.75,15.3,247.5,1.524
beaufort,71.25,-155.5,17.6,247.5,1.288
beaufort,71.25,-155.25,19.5,247.5,1.25
beaufort,71.25,-155.0,21.9,247.5,1.052
beaufort,71.25,-154.75,23.9,247.5,0.844
beaufort,71.25,-154.25,34.1,247.5,0.659
beaufort,71.25,-154.0,41.4,247.5,0.492
beaufort,71.25,-153.75,47.9,247.5,0.347
beaufort,71.25,-153.5,54.1,247.5,0.224
beaufort,71.25,-153.25,62.2,247.5,0.113
beaufort,71.25,-153.0,71.6,247.5,0.006
beaufort,71.25,-152.5,89.9,247.5,-0.029
beaufort,71.25,-152.25,106.1,247.5,-0.018
beaufort,71.25,-152.0,165.5,247.5,0.013
beaufort,71.25,-151.75,195.9,247.5,-0.076
beaufort,71.25,-151.5,200.0,247.5,-0.106
beaufort,71.5,-156.0,144.6,244.3,-0.032
beaufort,71.5,-155.75,142.4,244.3,0.16
beaufort,71.5,-155.5,139.8,244.3,0.364
beaufort,71.5,-155.25,106.2,244.3,0.28
beaufort,71.5,-155.0,67.5,244.3,0.343
beaufort,71.5,-154.75,53.3,244.3,0.326
beaufort,71.5,-154.25,48.2,244.3,0.238
beaufort,71.5,-154.0,50.6,244.3,0.137
beaufort,71.5,-153.75,55.1,244.3,0.053
beaufort,71.5,-153.5,63.5,244.3,-0.053
beaufort,71.5,-153.25,84.1,244.3,-0.2
beaufort,71.5,-153.0,131.4,244.3,-0.41
beaufort,71.75,-156.0,107.9,241.2,-0.963
beaufort,71.75,-155.75,136.3,241.2,-0.822
beaufort,71.75,-155.5,183.1,241.2,-0.293
